Age,Gender,Weight(kg),Daily Water Intake (liters),Physical Activity Level,Hydration Level
26,Male,48.19,1.83,Moderate,At Risk of Dehydration
51,Female,78.38,2.42,Low,At Risk of Dehydration
18,Female,83.5,1.13,Moderate,At Risk of Dehydration
21,Female,55.4,3.75,Low,Hydrated
39,Female,86.43,3.72,Low,Hydrated
37,Male,87.05,1.6,High,At Risk of Dehydration
24,Male,65.09,1.88,High,At Risk of Dehydration
38,Female,62.19,3.6,High,Hydrated
47,Male,64.19,1.17,Moderate,At Risk of Dehydration
53,Male,79.43,3.19,High,At Risk of Dehydration
42,Male,60.1,3.92,Moderate,Hydrated
20,Female,75.5,2.09,Moderate,At Risk of Dehydration
38,Female,87.74,3.77,Moderate,Hydrated
35,Female,97.33,3.28,Low,At Risk of Dehydration
32,Female,49.8,2.39,Moderate,At Risk of Dehydration
39,Male,94.7,3.78,Low,Hydrated
41,Female,89.32,2.36,Low,At Risk of Dehydration
49,Male,85.69,1.64,High,Hydrated
40,Female,58.62,1.73,Moderate,At Risk of Dehydration
53,Female,63.34,3.5,Moderate,At Risk of Dehydration
59,Female,63.54,2.03,High,Hydrated
27,Female,73.05,1.19,High,At Risk of Dehydration
27,Male,82.53,3.93,Low,Hydrated
33,Male,52.52,3.62,Low,Hydrated
52,Female,55.71,2.92,High,At Risk of Dehydration
53,Female,53.23,2.2,Moderate,At Risk of Dehydration
34,Female,74.42,2.98,High,At Risk of Dehydration
28,Male,49.72,3.56,Low,Hydrated
25,Female,53.75,3.21,High,At Risk of Dehydration
21,Female,66.36,2.4,Moderate,At Risk of Dehydration
33,Female,82.29,1.01,Low,At Risk of Dehydration
26,Male,68.19,3.67,High,Hydrated
22,Male,87.36,1.48,Moderate,At Risk of Dehydration
51,Female,68.35,2.45,High,At Risk of Dehydration
53,Male,55.9,3.28,Moderate,At Risk of Dehydration
39,Female,99.22,3.36,Moderate,Hydrated
28,Female,49.07,2.78,Low,Hydrated
42,Male,54.68,2.57,Moderate,Hydrated
35,Female,62.52,2.93,High,Hydrated
32,Female,94.75,3.56,High,Hydrated
29,Female,56.43,2.51,High,At Risk of Dehydration
29,Female,57.53,1.7,Low,At Risk of Dehydration
52,Female,57.46,1.34,High,At Risk of Dehydration
30,Male,70.46,2.25,Low,Hydrated
41,Male,69.58,3.44,High,Hydrated
43,Female,65.41,1.62,Low,At Risk of Dehydration
36,Male,52.85,3.85,Moderate,Hydrated
44,Male,83.26,1.23,Moderate,At Risk of Dehydration
54,Female,76.89,2.6,Moderate,Hydrated
57,Female,81.93,3.15,High,Hydrated
39,Female,78.06,1.17,Moderate,At Risk of Dehydration
40,Female,77.72,3.94,Low,At Risk of Dehydration
36,Male,49.91,1.17,High,At Risk of Dehydration
52,Female,47.28,3.75,High,Hydrated
44,Female,76.65,1.65,Low,At Risk of Dehydration
20,Female,78.47,3.97,Moderate,At Risk of Dehydration
58,Female,90.92,1.56,Moderate,At Risk of Dehydration
41,Female,90.65,1.03,Moderate,At Risk of Dehydration
33,Female,60.68,2.51,Low,At Risk of Dehydration
27,Female,74.42,2.41,Low,Hydrated
54,Male,49.07,3.28,Low,Hydrated
34,Female,73.45,2.2,Moderate,At Risk of Dehydration
19,Female,54.81,3.3,Moderate,At Risk of Dehydration
36,Male,89.07,1.36,High,At Risk of Dehydration
52,Male,99.24,1.43,Low,At Risk of Dehydration
33,Female,61.11,1.21,High,At Risk of Dehydration
28,Female,77.56,1.04,High,At Risk of Dehydration
40,Male,60.28,2.35,High,At Risk of Dehydration
41,Male,77.17,2.95,Moderate,At Risk of Dehydration
49,Female,81.24,2.14,High,At Risk of Dehydration
54,Female,82.1,1.64,Moderate,At Risk of Dehydration
35,Female,50.36,1.06,Low,At Risk of Dehydration
19,Female,54.53,2.24,Moderate,At Risk of Dehydration
52,Female,95.7,2.3,High,At Risk of Dehydration
55,Female,65.67,1.88,High,At Risk of Dehydration
23,Male,83.79,3.75,Low,Hydrated
31,Female,77.72,1.16,Low,At Risk of Dehydration
38,Female,53.0,2.91,High,At Risk of Dehydration
26,Female,85.17,1.44,Low,At Risk of Dehydration
38,Female,56.88,1.92,Moderate,At Risk of Dehydration
29,Female,98.03,3.15,High,At Risk of Dehydration
32,Male,57.1,1.86,Moderate,At Risk of Dehydration
33,Female,45.89,2.82,High,At Risk of Dehydration
26,Male,82.6,2.84,High,At Risk of Dehydration
48,Female,95.34,2.0,Low,At Risk of Dehydration
36,Female,60.89,1.57,High,At Risk of Dehydration
59,Female,90.65,2.19,Moderate,At Risk of Dehydration
29,Male,50.27,1.38,Low,At Risk of Dehydration
27,Female,52.42,2.41,Low,At Risk of Dehydration
32,Male,90.25,2.82,Moderate,At Risk of Dehydration
52,Female,96.52,2.89,Low,At Risk of Dehydration
38,Male,88.09,3.0,Low,At Risk of Dehydration
20,Male,49.54,1.82,High,At Risk of Dehydration
50,Male,99.5,1.28,Low,At Risk of Dehydration
25,Male,95.59,3.24,Moderate,Hydrated
57,Male,91.78,3.26,Moderate,At Risk of Dehydration
38,Male,67.67,3.4,Moderate,At Risk of Dehydration
38,Female,61.98,2.32,Low,At Risk of Dehydration
38,Female,87.06,2.22,Moderate,At Risk of Dehydration
31,Male,61.76,1.43,Moderate,At Risk of Dehydration
28,Male,84.43,1.44,Low,At Risk of Dehydration
21,Male,48.19,3.46,Moderate,At Risk of Dehydration
21,Female,56.49,1.55,Low,At Risk of Dehydration
24,Female,68.22,1.61,Moderate,At Risk of Dehydration
22,Male,83.06,3.18,High,At Risk of Dehydration
24,Female,49.47,1.88,Moderate,At Risk of Dehydration
33,Female,58.93,2.17,Low,At Risk of Dehydration
43,Male,54.32,3.79,High,At Risk of Dehydration
34,Male,98.71,2.64,Low,At Risk of Dehydration
24,Male,64.47,2.84,Moderate,At Risk of Dehydration
33,Male,98.49,3.94,Low,Hydrated
39,Female,92.86,1.01,Low,At Risk of Dehydration
55,Male,80.05,2.29,High,At Risk of Dehydration
22,Male,84.39,2.24,Moderate,Hydrated
37,Female,89.89,2.74,Moderate,Hydrated
49,Male,77.66,3.87,Moderate,At Risk of Dehydration
37,Male,99.93,2.94,Low,At Risk of Dehydration
25,Female,69.15,3.62,High,At Risk of Dehydration
30,Female,69.62,3.49,High,Hydrated
51,Female,69.63,2.54,Moderate,At Risk of Dehydration
36,Female,83.58,3.29,Low,Hydrated
33,Male,85.6,3.9,High,At Risk of Dehydration
59,Female,81.9,1.6,Moderate,At Risk of Dehydration
38,Male,73.05,2.21,Moderate,At Risk of Dehydration
59,Female,70.62,3.88,Low,Hydrated
58,Female,53.23,2.85,Moderate,Hydrated
20,Female,54.98,2.77,High,At Risk of Dehydration
32,Male,48.38,1.86,Low,At Risk of Dehydration
33,Female,57.49,2.26,High,At Risk of Dehydration
54,Male,78.13,2.36,Moderate,At Risk of Dehydration
30,Female,91.64,1.94,Low,At Risk of Dehydration
43,Female,64.19,2.48,High,At Risk of Dehydration
37,Male,60.21,3.06,Moderate,At Risk of Dehydration
45,Female,83.96,1.71,High,At Risk of Dehydration
19,Female,77.48,2.51,Moderate,At Risk of Dehydration
47,Female,87.22,1.89,High,At Risk of Dehydration
27,Male,76.9,2.39,Moderate,Hydrated
36,Male,85.39,2.34,Low,Hydrated
40,Male,71.85,1.35,Moderate,At Risk of Dehydration
35,Female,56.22,3.43,Low,At Risk of Dehydration
21,Male,86.92,2.5,Low,Hydrated
32,Female,92.51,1.4,High,At Risk of Dehydration
27,Male,58.29,2.21,Low,At Risk of Dehydration
25,Female,55.09,2.73,Moderate,At Risk of Dehydration
28,Female,70.3,1.45,Low,At Risk of Dehydration
37,Male,91.72,2.86,Low,Hydrated
45,Female,56.33,3.75,Moderate,Hydrated
45,Male,56.7,2.05,Moderate,At Risk of Dehydration
36,Female,67.29,2.45,High,At Risk of Dehydration
40,Female,99.44,3.13,Moderate,Hydrated
38,Female,60.59,3.49,Low,Hydrated
57,Male,55.04,3.96,Moderate,At Risk of Dehydration
34,Male,95.52,2.18,Moderate,At Risk of Dehydration
47,Male,62.36,2.99,High,Hydrated
58,Female,92.99,1.09,Moderate,At Risk of Dehydration
40,Male,98.02,1.63,Moderate,At Risk of Dehydration
50,Female,80.54,1.51,Moderate,At Risk of Dehydration
55,Male,92.54,1.42,High,At Risk of Dehydration
25,Male,92.96,1.3,Low,At Risk of Dehydration
22,Male,81.06,1.09,High,At Risk of Dehydration
46,Male,61.76,1.29,Moderate,At Risk of Dehydration
54,Male,85.44,1.72,Low,At Risk of Dehydration
19,Male,48.79,1.28,Low,Hydrated
22,Female,59.13,1.21,High,At Risk of Dehydration
39,Male,61.52,3.25,Low,At Risk of Dehydration
25,Male,68.71,1.96,High,At Risk of Dehydration
59,Female,65.86,1.82,Moderate,At Risk of Dehydration
45,Male,92.31,1.03,Low,At Risk of Dehydration
44,Male,99.67,1.63,Moderate,At Risk of Dehydration
22,Female,49.37,1.31,Moderate,At Risk of Dehydration
21,Male,47.6,1.06,Low,At Risk of Dehydration
36,Male,85.83,1.38,Low,At Risk of Dehydration
51,Male,77.25,1.28,Low,At Risk of Dehydration
51,Female,83.75,2.96,Low,At Risk of Dehydration
27,Male,52.58,1.97,Moderate,Hydrated
26,Female,79.1,3.52,Moderate,Hydrated
25,Female,99.27,1.6,High,At Risk of Dehydration
41,Male,91.76,1.3,Low,At Risk of Dehydration
53,Male,96.53,1.97,Moderate,At Risk of Dehydration
55,Male,52.45,2.12,Moderate,At Risk of Dehydration
34,Male,76.14,1.81,Low,At Risk of Dehydration
38,Female,50.6,2.27,High,At Risk of Dehydration
27,Male,49.68,2.52,High,At Risk of Dehydration
23,Male,81.17,2.59,Low,At Risk of Dehydration
47,Male,46.59,1.34,Moderate,At Risk of Dehydration
22,Female,91.54,3.45,Moderate,Hydrated
39,Female,71.71,3.46,Low,Hydrated
51,Female,98.8,1.93,Low,At Risk of Dehydration
37,Female,82.15,3.22,Moderate,Hydrated
18,Male,77.11,3.67,Low,Hydrated
21,Female,91.11,2.99,High,At Risk of Dehydration
43,Female,78.31,2.0,Low,At Risk of Dehydration
50,Female,83.74,2.75,High,Hydrated
26,Female,67.82,2.08,Low,At Risk of Dehydration
27,Male,53.17,2.79,Low,At Risk of Dehydration
50,Female,98.58,2.36,Low,Hydrated
22,Male,63.82,3.74,High,Hydrated
33,Male,66.77,2.09,Low,At Risk of Dehydration
20,Male,52.52,3.32,Low,At Risk of Dehydration
47,Male,51.75,3.61,Moderate,At Risk of Dehydration
32,Male,50.87,3.94,High,Hydrated
34,Female,77.73,1.5,Moderate,At Risk of Dehydration
24,Male,87.25,3.93,High,At Risk of Dehydration
35,Male,48.64,3.49,Low,Hydrated
56,Female,63.26,3.16,High,At Risk of Dehydration
38,Male,61.05,1.32,High,At Risk of Dehydration
37,Male,60.05,1.47,High,At Risk of Dehydration
46,Male,48.93,1.52,High,At Risk of Dehydration
44,Male,75.07,1.31,High,At Risk of Dehydration
35,Male,95.3,2.72,High,At Risk of Dehydration
52,Male,96.22,3.18,Moderate,At Risk of Dehydration
54,Male,76.92,3.65,Moderate,Hydrated
47,Male,56.94,3.62,High,Hydrated
55,Female,92.57,3.96,Moderate,Hydrated
20,Male,61.17,3.54,Low,Hydrated
53,Male,79.28,1.24,High,At Risk of Dehydration
32,Female,66.9,1.35,Low,At Risk of Dehydration
18,Male,68.64,1.02,Moderate,At Risk of Dehydration
25,Male,79.86,1.79,Low,At Risk of Dehydration
30,Male,90.35,1.32,High,At Risk of Dehydration
37,Male,88.55,1.99,Moderate,Hydrated
29,Male,92.47,3.96,Low,Hydrated
52,Female,55.71,2.92,High,At Risk of Dehydration
24,Male,99.91,2.13,High,At Risk of Dehydration
46,Female,75.62,3.59,Low,Hydrated
50,Male,89.99,3.74,Low,At Risk of Dehydration
59,Male,67.47,2.97,High,At Risk of Dehydration
54,Female,82.78,2.03,High,At Risk of Dehydration
58,Male,84.63,2.8,High,At Risk of Dehydration
59,Male,76.97,2.46,Low,At Risk of Dehydration
28,Female,79.15,3.16,Moderate,At Risk of Dehydration
18,Female,72.68,1.29,High,At Risk of Dehydration
24,Female,51.56,3.61,High,Hydrated
38,Female,48.33,1.18,Low,At Risk of Dehydration
46,Male,54.62,1.81,Moderate,At Risk of Dehydration
56,Male,51.17,2.87,Low,Hydrated
25,Male,98.84,1.45,High,At Risk of Dehydration
22,Female,97.07,1.34,High,At Risk of Dehydration
40,Female,95.59,2.28,Low,At Risk of Dehydration
50,Female,97.08,1.39,High,At Risk of Dehydration
31,Female,91.33,2.0,Moderate,At Risk of Dehydration
46,Male,68.47,2.29,Low,Hydrated
19,Male,49.3,2.66,Low,Hydrated
38,Male,85.54,1.1,High,At Risk of Dehydration
37,Male,75.61,1.74,Moderate,At Risk of Dehydration
51,Male,56.68,2.5,Low,At Risk of Dehydration
34,Female,52.94,2.4,High,At Risk of Dehydration
22,Female,72.25,2.65,Moderate,Hydrated
44,Male,63.92,2.68,Low,At Risk of Dehydration
33,Female,76.85,2.87,High,At Risk of Dehydration
50,Male,93.91,2.42,High,At Risk of Dehydration
26,Male,54.84,2.63,High,At Risk of Dehydration
51,Female,72.59,3.09,Low,Hydrated
21,Female,49.02,3.52,High,Hydrated
52,Female,50.4,3.95,Low,Hydrated
51,Male,45.24,2.52,Low,Hydrated
38,Female,60.02,3.68,Low,At Risk of Dehydration
40,Female,87.1,1.56,High,At Risk of Dehydration
34,Male,73.82,1.39,Low,At Risk of Dehydration
34,Female,91.45,3.73,Low,Hydrated
36,Male,83.04,2.41,Low,At Risk of Dehydration
18,Male,52.79,2.85,Low,At Risk of Dehydration
37,Male,64.18,1.19,Moderate,At Risk of Dehydration
25,Female,88.06,1.03,High,At Risk of Dehydration
38,Female,51.76,2.08,Low,At Risk of Dehydration
47,Female,54.95,1.65,Low,At Risk of Dehydration
59,Male,62.33,2.21,Moderate,At Risk of Dehydration
55,Female,49.87,1.08,Low,At Risk of Dehydration
27,Female,73.19,3.83,Moderate,Hydrated
23,Female,45.11,2.66,High,Hydrated
32,Female,89.79,3.32,Moderate,At Risk of Dehydration
36,Female,78.86,2.63,Low,At Risk of Dehydration
54,Female,67.27,3.19,Low,Hydrated
47,Female,93.21,1.97,Low,At Risk of Dehydration
40,Male,74.54,3.86,High,At Risk of Dehydration
39,Male,66.07,3.79,Low,Hydrated
19,Male,69.24,2.12,Low,At Risk of Dehydration
18,Male,69.13,3.55,High,Hydrated
54,Male,68.98,2.85,Moderate,At Risk of Dehydration
56,Female,46.17,2.6,Low,At Risk of Dehydration
58,Male,68.26,3.52,Low,Hydrated
42,Female,85.35,1.37,Low,At Risk of Dehydration
56,Male,79.29,1.87,Low,Hydrated
39,Male,81.73,1.94,Low,At Risk of Dehydration
25,Female,83.24,2.13,Low,At Risk of Dehydration
20,Male,74.33,3.81,Low,Hydrated
58,Female,54.49,2.3,High,At Risk of Dehydration
54,Female,79.14,2.54,Moderate,At Risk of Dehydration
29,Male,91.92,3.48,Low,At Risk of Dehydration
32,Male,47.19,1.49,Low,At Risk of Dehydration
54,Male,62.95,2.53,Moderate,At Risk of Dehydration
47,Female,98.66,1.05,Moderate,At Risk of Dehydration
51,Male,69.46,1.02,Moderate,At Risk of Dehydration
29,Male,57.26,2.88,Moderate,At Risk of Dehydration
26,Female,93.57,1.12,Low,At Risk of Dehydration
39,Female,65.19,1.91,Moderate,At Risk of Dehydration
41,Female,96.4,3.18,High,Hydrated
35,Female,76.01,1.44,Moderate,At Risk of Dehydration
52,Female,97.41,2.15,High,At Risk of Dehydration
21,Male,46.77,3.4,Moderate,Hydrated
37,Male,69.07,2.48,High,At Risk of Dehydration
33,Female,73.26,3.04,High,At Risk of Dehydration
33,Female,70.42,2.09,Low,At Risk of Dehydration
42,Male,64.48,1.87,High,Hydrated
45,Male,53.18,1.74,High,At Risk of Dehydration
31,Male,91.24,2.42,Moderate,At Risk of Dehydration
22,Male,60.73,2.17,High,At Risk of Dehydration
38,Male,50.51,2.53,Moderate,At Risk of Dehydration
40,Female,82.96,2.63,Low,Hydrated
40,Female,50.52,3.37,High,Hydrated
24,Male,87.53,3.94,Low,Hydrated
24,Female,45.55,3.19,Moderate,At Risk of Dehydration
37,Female,79.99,3.6,Low,Hydrated
25,Female,86.68,2.14,Moderate,At Risk of Dehydration
33,Female,53.41,2.88,Moderate,At Risk of Dehydration
52,Female,93.65,2.85,High,At Risk of Dehydration
36,Female,93.84,2.22,Low,At Risk of Dehydration
43,Female,52.35,3.94,High,Hydrated
53,Female,83.22,3.66,Low,At Risk of Dehydration
34,Male,45.42,2.03,Moderate,At Risk of Dehydration
55,Female,89.16,2.03,Low,Hydrated
24,Female,93.81,3.22,Low,Hydrated
22,Female,71.09,3.42,Moderate,At Risk of Dehydration
36,Male,52.44,2.41,Low,At Risk of Dehydration
38,Female,49.54,3.55,Low,Hydrated
40,Male,68.7,3.93,Moderate,Hydrated
56,Female,87.9,3.14,Low,Hydrated
19,Male,87.46,2.43,Low,At Risk of Dehydration
37,Female,71.12,2.54,Low,At Risk of Dehydration
40,Male,46.27,1.02,Low,At Risk of Dehydration
35,Male,84.76,2.14,High,At Risk of Dehydration
28,Female,59.86,1.01,Moderate,At Risk of Dehydration
21,Female,48.58,1.87,High,At Risk of Dehydration
44,Male,67.36,3.17,Low,At Risk of Dehydration
57,Female,90.19,3.88,High,Hydrated
43,Male,77.19,2.75,High,At Risk of Dehydration
51,Male,47.9,1.84,Low,Hydrated
48,Female,49.13,1.91,Low,At Risk of Dehydration
38,Male,74.04,1.74,Low,At Risk of Dehydration
58,Female,91.68,2.45,Moderate,At Risk of Dehydration
18,Male,68.44,1.02,Moderate,At Risk of Dehydration
48,Male,49.55,2.31,High,Hydrated
25,Female,94.52,1.77,Low,At Risk of Dehydration
46,Male,89.0,2.98,High,At Risk of Dehydration
42,Female,85.89,2.36,Moderate,At Risk of Dehydration
28,Female,95.61,1.6,Low,At Risk of Dehydration
57,Female,49.31,1.11,Moderate,At Risk of Dehydration
20,Male,74.22,3.27,Low,At Risk of Dehydration
26,Female,97.7,2.41,Moderate,At Risk of Dehydration
23,Female,57.15,3.71,Low,Hydrated
37,Female,86.54,2.61,Moderate,At Risk of Dehydration
30,Male,47.43,2.22,Moderate,At Risk of Dehydration
39,Male,67.34,2.7,Low,At Risk of Dehydration
38,Male,66.17,2.6,High,Hydrated
31,Female,81.63,3.48,High,At Risk of Dehydration
38,Male,58.92,1.1,High,At Risk of Dehydration
20,Male,61.19,3.92,Low,Hydrated
36,Female,54.94,3.21,Low,At Risk of Dehydration
29,Male,46.42,2.13,Low,Hydrated
36,Male,91.03,1.07,High,At Risk of Dehydration
34,Female,60.54,3.45,High,Hydrated
47,Male,74.16,2.51,Moderate,At Risk of Dehydration
29,Male,90.8,1.84,Low,At Risk of Dehydration
40,Male,46.23,1.89,High,At Risk of Dehydration
29,Female,61.21,3.83,Moderate,Hydrated
49,Female,79.94,3.58,Moderate,At Risk of Dehydration
40,Female,70.56,3.78,Moderate,Hydrated
56,Male,53.59,2.14,Moderate,At Risk of Dehydration
57,Female,64.81,1.57,High,At Risk of Dehydration
36,Female,59.69,1.99,Moderate,At Risk of Dehydration
52,Male,94.59,2.74,Moderate,Hydrated
23,Male,95.37,3.79,High,Hydrated
32,Male,88.5,2.5,High,At Risk of Dehydration
21,Male,56.32,3.55,High,Hydrated
19,Female,61.22,2.67,High,At Risk of Dehydration
58,Male,58.15,2.45,Moderate,At Risk of Dehydration
52,Female,50.63,3.91,High,Hydrated
53,Female,96.3,2.8,Moderate,At Risk of Dehydration
44,Male,48.36,2.61,High,At Risk of Dehydration
20,Female,70.16,2.75,Moderate,At Risk of Dehydration
27,Male,98.09,3.06,Low,At Risk of Dehydration
18,Male,76.9,2.28,High,At Risk of Dehydration
30,Male,62.41,3.01,High,At Risk of Dehydration
33,Male,52.2,3.64,Low,At Risk of Dehydration
31,Female,70.88,1.05,High,At Risk of Dehydration
51,Female,52.11,1.41,Low,At Risk of Dehydration
42,Male,96.25,3.89,High,At Risk of Dehydration
19,Female,61.08,1.17,Moderate,At Risk of Dehydration
35,Male,45.46,1.35,Moderate,At Risk of Dehydration
39,Female,83.26,2.65,Moderate,At Risk of Dehydration
47,Male,72.2,1.65,Moderate,At Risk of Dehydration
30,Male,92.5,3.02,Low,At Risk of Dehydration
53,Female,78.32,1.23,Low,At Risk of Dehydration
52,Female,55.4,3.02,Low,Hydrated
43,Male,77.86,2.85,Low,At Risk of Dehydration
25,Male,77.47,3.86,Moderate,Hydrated
43,Female,89.42,2.54,Moderate,At Risk of Dehydration
44,Female,60.16,2.01,Low,At Risk of Dehydration
39,Female,86.19,3.2,Low,Hydrated
33,Female,50.6,1.03,High,At Risk of Dehydration
27,Male,55.08,1.8,High,At Risk of Dehydration
48,Male,50.95,3.95,Low,Hydrated
43,Male,72.13,2.31,Moderate,At Risk of Dehydration
42,Female,63.36,1.39,Moderate,At Risk of Dehydration
35,Female,93.65,3.15,Moderate,At Risk of Dehydration
24,Male,49.55,3.17,Moderate,Hydrated
44,Female,58.45,3.38,Moderate,Hydrated
52,Female,58.32,3.88,High,Hydrated
54,Male,63.56,1.18,High,At Risk of Dehydration
41,Female,79.97,1.95,Moderate,At Risk of Dehydration
49,Female,57.8,2.22,Moderate,Hydrated
49,Female,46.28,2.81,Low,At Risk of Dehydration
38,Female,50.43,2.91,High,At Risk of Dehydration
29,Male,72.64,2.53,Moderate,At Risk of Dehydration
47,Female,77.33,1.8,Low,At Risk of Dehydration
19,Female,52.39,3.99,Moderate,At Risk of Dehydration
55,Male,73.59,3.23,Low,At Risk of Dehydration
37,Male,96.49,3.45,High,At Risk of Dehydration
36,Male,70.09,1.12,Low,At Risk of Dehydration
32,Male,69.22,3.96,High,Hydrated
23,Male,69.89,1.57,Low,At Risk of Dehydration
43,Male,72.94,1.6,Low,At Risk of Dehydration
44,Male,95.4,2.13,Moderate,At Risk of Dehydration
41,Male,71.54,1.85,Moderate,At Risk of Dehydration
22,Female,66.44,3.22,Low,At Risk of Dehydration
19,Male,51.06,2.12,Low,At Risk of Dehydration
37,Female,79.42,2.56,Moderate,At Risk of Dehydration
54,Male,60.87,1.14,Moderate,At Risk of Dehydration
47,Female,79.46,3.24,Moderate,Hydrated
45,Female,74.45,1.05,Moderate,At Risk of Dehydration
59,Male,77.63,3.32,Moderate,Hydrated
30,Female,77.48,1.21,High,At Risk of Dehydration
57,Male,72.63,2.15,High,At Risk of Dehydration
26,Female,72.17,1.54,Low,At Risk of Dehydration
51,Male,48.38,2.43,Moderate,At Risk of Dehydration
30,Female,77.93,1.03,Low,At Risk of Dehydration
55,Female,78.79,1.25,Low,At Risk of Dehydration
24,Female,92.46,1.33,High,At Risk of Dehydration
39,Female,56.23,1.36,Low,At Risk of Dehydration
45,Male,81.17,1.6,Low,At Risk of Dehydration
31,Male,88.53,3.42,Low,Hydrated
59,Female,55.04,2.89,Moderate,Hydrated
22,Female,47.78,3.4,High,At Risk of Dehydration
31,Female,76.98,2.41,Low,At Risk of Dehydration
